client_id,valeur_vie_client_eur,revenu_mensuel_recurrent_eur,sieges_souscrits,utilisateurs_actifs,taille_entreprise_ge,plan_ent,fonctionnalites_utilisees,delai_reponse_support_h,taille_entreprise_tpe,plan_str,taille_entreprise_pme
CLI-001433,2000000.0,89402.85,845,779,1,1,29,3.7,0,0,0
CLI-002157,32944.0,913.07,20,9,0,0,8,7.4,0,0,1
CLI-003396,24840.0,2524.44,52,0,0,1,0,0.5,0,0,1
CLI-002726,261472.0,11809.92,132,77,0,1,19,0.5,0,0,0
CLI-000807,21017.0,985.78,28,11,0,0,11,5.3,0,0,1
CLI-000513,320.0,55.78,5,0,0,0,0,20.9,1,1,0
CLI-001205,2153.0,375.12,16,10,0,0,8,11.7,0,0,1
CLI-002645,3577.0,155.81,11,1,0,0,1,33.7,1,1,0
CLI-001326,3635.0,369.42,9,4,0,0,6,3.2,0,0,1
CLI-002677,60533.0,4101.17,46,0,0,1,0,6.6,0,0,1
CLI-002835,415941.0,24154.52,505,181,1,0,4,5.8,0,0,0
CLI-003941,102925.0,4048.98,48,30,0,1,13,3.6,0,0,1
CLI-004455,1112.0,84.79,9,7,0,0,3,10.5,1,1,0
CLI-002191,5886.0,398.76,16,7,0,0,3,15.6,0,0,1
CLI-002742,851113.0,35791.12,453,333,1,1,17,1.7,0,0,0
CLI-002806,30426.0,1952.88,46,13,0,0,1,10.5,0,0,1
CLI-002874,6628.0,621.72,49,38,0,0,7,21.0,0,1,1
CLI-000802,774.0,235.96,10,2,0,0,6,8.3,1,0,0
CLI-000558,22565.0,1058.41,35,11,0,0,3,15.2,0,0,1
CLI-003321,392159.0,11121.92,134,42,0,1,5,4.1,0,0,0
CLI-003119,2845.0,111.92,11,9,0,0,3,10.5,1,1,0
CLI-000561,421.0,57.04,5,3,0,0,3,10.5,1,1,0
CLI-002011,29303.0,2748.86,43,25,0,1,14,4.8,0,0,1
CLI-001492,24667.0,493.15,35,9,0,0,3,19.3,0,1,1
CLI-003746,9045.0,108.14,8,5,0,0,1,23.4,1,1,0
CLI-004185,39537.0,4821.58,207,72,0,0,3,7.9,0,0,0
CLI-001040,18371.0,1600.27,40,9,0,0,1,6.8,0,0,1
CLI-003143,9387.0,953.98,20,0,0,0,0,10.5,0,0,1
CLI-003203,263126.0,16888.71,467,255,1,0,6,5.2,0,0,0
CLI-004892,90000.0,4221.41,180,131,0,0,7,15.2,0,0,0
CLI-003923,20381.0,443.83,20,2,0,0,3,12.6,0,0,1
CLI-001340,40194.0,2883.33,80,11,0,0,2,10.6,0,0,0
CLI-003663,414.0,24.05,2,1,0,0,1,10.5,1,1,0
CLI-002699,2762.0,28.07,2,1,0,0,2,35.8,1,1,0
CLI-003840,8116.0,149.96,11,6,0,0,3,10.5,1,1,0
CLI-000346,65661.0,2502.32,53,38,0,0,3,0.5,0,0,1
CLI-002713,15025.0,2617.56,57,18,0,0,9,4.6,0,0,1
CLI-000325,25617.0,1837.69,44,21,0,0,12,0.5,0,0,1
CLI-000985,300.0,10.0,1,1,0,0,1,32.7,1,1,0
CLI-003128,10118.0,685.53,53,33,0,0,3,10.5,0,1,1
CLI-004677,2537.0,147.33,6,4,0,0,9,14.6,1,0,0
CLI-002975,359.0,62.62,6,4,0,0,3,19.8,1,1,0
CLI-004193,5115.0,222.79,9,7,0,0,7,11.7,1,0,0
CLI-002101,4494.0,101.5,4,1,0,0,5,12.8,1,0,0
CLI-000017,80871.0,3944.93,76,44,0,0,10,7.3,0,0,0
CLI-003996,3070.0,624.02,9,2,0,1,11,4.2,1,0,0
CLI-003863,35468.0,2544.34,56,16,0,0,4,10.5,0,0,1
CLI-002443,118383.0,3915.0,87,52,0,0,16,9.7,0,0,0
CLI-001901,5575.0,165.83,7,2,0,0,7,10.2,1,0,0
CLI-003041,5631.0,286.15,6,2,0,0,6,3.2,1,0,0
CLI-001934,24280.0,1558.43,38,0,0,0,0,0.8,0,0,1
CLI-000635,469262.0,27250.96,531,0,1,0,0,0.5,0,0,0
CLI-000585,7621.0,516.32,20,8,0,0,4,14.8,0,0,1
CLI-003021,704.0,122.67,11,3,0,0,1,18.0,1,1,0
CLI-001566,300.0,68.0,6,1,0,0,3,17.6,1,1,0
CLI-004875,106485.0,1082.16,23,9,0,0,11,7.7,0,0,1
CLI-003052,3705.0,265.77,11,6,0,0,4,14.7,0,0,1
CLI-004859,20107.0,700.59,24,21,0,0,10,10.5,0,0,1
CLI-003278,358430.0,16189.26,191,108,0,1,12,2.1,0,0,0
CLI-003532,390.0,22.63,2,1,0,0,2,38.3,1,1,0
CLI-002159,7269.0,110.81,7,6,0,0,5,1.2,1,1,0
CLI-002120,1339611.0,32673.43,804,0,1,0,0,7.1,0,0,0
CLI-001157,19162.0,1460.49,62,28,0,0,6,5.1,0,0,0
CLI-003127,2729.0,237.73,9,4,0,0,4,4.8,1,0,0
CLI-003901,443476.0,22534.37,306,82,1,1,11,3.2,0,0,0
CLI-001510,16252.0,1801.75,44,15,0,0,16,6.4,0,0,1
CLI-004141,433.0,88.01,7,2,0,0,3,10.5,1,1,0
CLI-003741,1465.0,148.88,6,1,0,0,1,8.6,0,0,1
CLI-002228,5062.0,440.91,43,14,0,0,1,25.7,0,1,1
CLI-004883,1285.0,223.85,13,4,0,0,3,10.6,0,0,1
CLI-000143,814.0,33.08,3,2,0,0,4,15.8,1,1,0
CLI-004887,5951.0,113.39,8,5,0,0,2,15.1,1,1,0
CLI-002020,15100.0,1227.63,56,25,0,0,5,12.7,0,0,1
CLI-002786,11476.0,538.27,48,8,0,0,2,23.1,0,1,1
CLI-004984,36091.0,772.16,14,7,0,0,6,4.0,0,0,1
CLI-002622,5384.0,1094.41,48,18,0,0,4,11.9,0,0,1
CLI-000363,3565.0,255.76,10,6,0,0,6,7.7,1,0,0
CLI-000482,210237.0,9495.82,203,80,0,0,12,5.6,0,0,0
CLI-002299,300.0,21.33,2,2,0,0,5,30.5,1,1,0
CLI-004730,1753.0,97.17,9,3,0,0,1,32.8,1,1,0
CLI-000571,2997.0,117.9,9,6,0,0,2,9.6,1,1,0
CLI-000827,37750.0,3836.41,143,69,0,0,6,13.6,0,0,0
CLI-003160,28058.0,2138.58,55,0,0,0,0,5.5,0,0,1
CLI-000623,85173.0,3245.93,112,13,0,0,2,18.6,0,0,0
CLI-002447,689.0,40.0,3,0,0,0,0,14.2,1,1,0
CLI-000944,5922.0,267.47,8,5,0,0,1,10.5,1,0,0
CLI-002097,6989.0,1065.44,24,9,0,0,14,6.6,0,0,1
CLI-004699,2084.0,63.54,6,2,0,0,2,23.5,1,1,0
CLI-004230,1165.0,142.03,16,2,0,0,0,17.1,0,1,1
CLI-002301,1041.0,50.79,2,2,0,0,5,13.5,1,0,0
CLI-004885,22212.0,1041.82,91,40,0,0,3,40.3,0,1,0
CLI-002777,2791.0,170.18,4,2,0,0,12,1.2,1,0,0
CLI-000509,9656.0,1070.54,44,21,0,0,6,16.8,0,0,1
CLI-002721,109614.0,2621.1,58,21,0,0,10,6.0,0,0,1
CLI-001415,411.0,45.51,2,1,0,0,4,10.5,1,0,0
CLI-001335,19037.0,1221.86,52,38,0,0,10,10.5,0,0,1
CLI-000700,6658.0,386.62,8,6,0,0,10,1.3,0,0,1
CLI-001754,27509.0,1524.91,62,46,0,0,7,7.5,0,0,0
CLI-004477,9868.0,376.08,15,4,0,0,5,3.7,0,0,1
CLI-000966,23518.0,239.0,8,4,0,0,3,9.4,1,0,0
CLI-003897,234245.0,23805.4,306,60,1,1,4,5.5,0,0,0
CLI-002797,2336.0,275.0,11,3,0,0,7,11.0,1,0,0
CLI-001175,153830.0,12506.49,171,88,0,1,18,2.3,0,0,0
CLI-004115,2193.0,83.59,7,5,0,0,2,10.5,1,1,0
CLI-000352,55900.0,3098.68,128,116,0,0,9,12.8,0,0,0
CLI-003797,1106.0,122.63,13,1,0,0,3,22.4,0,1,1
CLI-002146,38544.0,783.41,37,8,0,0,6,13.8,0,0,1
CLI-004661,20325.0,751.1,28,15,0,0,10,7.0,0,0,1
CLI-004938,3894.0,395.77,16,7,0,0,8,12.2,0,0,1
CLI-001750,10679.0,1302.31,29,21,0,0,15,8.5,0,0,1
CLI-004226,579527.0,19631.69,339,317,1,0,23,6.2,0,0,0
CLI-001123,5106.0,259.46,9,4,0,0,7,4.3,1,0,0
CLI-003799,28142.0,2859.97,61,0,0,0,0,3.2,0,0,0
CLI-003193,7318.0,557.74,21,14,0,0,6,17.8,0,0,1
CLI-002672,21698.0,1025.0,41,16,0,0,8,10.8,0,0,1
CLI-001810,912.0,74.13,3,3,0,0,9,12.4,1,0,0
CLI-000712,15624.0,2070.0,46,20,0,0,1,8.4,0,0,1
CLI-003547,19225.0,1233.97,52,28,0,0,7,7.8,0,0,1
CLI-001002,8830.0,673.01,61,41,0,0,5,12.1,0,1,0
CLI-000662,2275.0,138.73,6,3,0,0,8,12.0,1,0,0
CLI-004245,9079.0,178.58,6,5,0,0,11,13.3,1,0,0
CLI-001050,14841.0,696.13,27,11,0,0,1,16.9,0,0,1
CLI-003237,24119.0,2941.34,58,52,0,0,10,6.3,0,0,1
CLI-004380,736164.0,7481.34,170,124,0,0,13,3.2,0,0,0
CLI-002429,11708.0,178.48,8,2,0,0,6,11.3,1,0,0
CLI-004750,3327.0,338.06,27,0,0,0,0,27.6,0,1,1
CLI-002834,64545.0,1485.17,49,19,0,0,6,19.1,0,0,1
CLI-003491,544.0,25.53,2,1,0,0,4,27.2,1,1,0
CLI-004873,1320.0,229.96,11,0,0,0,0,12.5,1,0,0
CLI-003700,530.0,34.04,3,2,0,0,5,10.5,1,1,0
CLI-002183,241386.0,3546.67,53,40,0,0,13,5.7,0,0,1
CLI-000586,3746.0,95.18,8,6,0,0,6,31.3,1,1,0
CLI-002275,562.0,31.18,3,1,0,0,5,14.9,1,1,0
CLI-003098,26155.0,1275.87,18,7,0,1,12,3.5,0,0,1
CLI-000817,8855.0,1079.9,55,17,0,0,5,10.1,0,0,1
CLI-000290,23775.0,3221.59,144,65,0,0,5,10.6,0,0,0
CLI-002187,300.0,10.84,1,1,0,0,3,18.7,1,1,0
CLI-001789,1482.0,164.26,8,1,0,0,1,9.1,1,0,0
CLI-003229,2137.0,173.74,5,2,0,0,8,8.4,1,0,0
CLI-002869,2941.0,94.38,2,2,0,0,16,6.1,1,0,0
CLI-004790,11401.0,926.92,41,20,0,0,6,13.0,0,0,1
CLI-003750,740.0,128.94,11,3,0,0,1,29.1,1,1,0
CLI-001184,2266.0,110.56,9,3,0,0,1,19.6,1,1,0
CLI-000655,671502.0,34121.03,414,318,1,1,17,3.8,0,0,0
CLI-002580,5957.0,382.33,16,5,0,0,1,23.4,0,0,1
CLI-000808,273426.0,22229.74,534,364,1,0,15,3.5,0,0,0
CLI-001630,132730.0,2697.77,98,0,0,0,0,20.4,0,0,0
CLI-001380,362.0,12.98,1,1,0,0,5,10.5,1,1,0
CLI-002084,196941.0,8895.24,204,144,0,0,16,4.1,0,0,0
CLI-001140,16875.0,894.74,36,18,0,0,6,10.5,0,0,1
CLI-004400,1364.0,118.83,10,3,0,0,4,20.3,1,1,0
CLI-000664,2494.0,92.17,8,3,0,0,2,15.1,1,1,0
CLI-001940,84156.0,11403.25,421,294,1,0,6,7.8,0,0,0
CLI-000933,10143.0,458.12,7,0,0,1,0,5.1,1,0,0
CLI-000795,54904.0,1969.29,39,0,0,0,0,6.9,0,0,1
CLI-003020,9039.0,324.22,13,4,0,0,2,10.5,0,0,1
CLI-004935,397885.0,35235.0,783,550,1,0,9,2.5,0,0,0
CLI-004697,6308.0,349.69,20,2,0,0,0,14.6,0,0,1
CLI-000488,1008.0,29.28,2,2,0,0,5,35.4,1,1,0
CLI-000865,8630.0,657.81,8,3,0,1,9,1.7,0,0,1
CLI-000300,67866.0,689.7,8,2,0,1,16,2.7,1,0,0
CLI-001385,46207.0,3314.74,76,22,0,0,11,4.7,0,0,0
CLI-003867,48950.0,14923.89,207,51,0,1,10,2.9,0,0,0
CLI-000611,2904.0,295.16,10,6,0,0,7,14.0,1,0,0
CLI-002173,6944.0,445.72,41,38,0,0,6,10.5,0,1,1
CLI-004778,94129.0,8830.08,239,74,1,0,5,10.5,0,0,0
CLI-003767,10550.0,1072.19,20,9,0,0,8,2.7,0,0,1
CLI-003029,28454.0,3470.05,82,53,0,0,9,9.6,0,0,0
CLI-000012,300.0,12.35,1,1,0,0,4,27.2,1,1,0
CLI-002378,1114.0,271.81,13,4,0,0,2,10.5,0,0,1
CLI-004952,23966.0,551.45,23,17,0,0,9,10.5,0,0,1
CLI-003838,2635.0,178.54,7,2,0,0,5,13.5,1,0,0
CLI-001520,125363.0,8046.42,186,30,0,0,8,11.5,0,0,0
CLI-004986,30122.0,781.58,16,8,0,0,6,6.0,0,0,1
CLI-003016,8645.0,257.14,9,1,0,0,1,17.1,1,0,0
CLI-001221,12912.0,342.3,18,9,0,0,2,10.1,0,0,1
CLI-004176,42148.0,917.86,34,18,0,0,10,9.6,0,0,1
CLI-001286,13352.0,1017.66,19,7,0,0,5,7.7,0,0,1
CLI-001478,8950.0,642.03,55,39,0,0,4,27.2,0,1,1
CLI-002515,4960.0,504.02,18,14,0,0,9,4.7,0,0,1
CLI-001973,49920.0,1520.0,19,10,0,1,16,1.9,0,0,1
CLI-004999,7649.0,1865.51,41,18,0,0,6,2.9,0,0,1
CLI-001606,370.0,112.68,5,4,0,0,6,15.9,1,0,0
CLI-003607,1688.0,73.51,6,0,0,0,0,26.5,0,1,1
CLI-003564,14155.0,595.24,58,20,0,0,2,10.5,0,1,1
CLI-002754,35940.0,3652.42,52,38,0,1,10,2.5,0,0,1
CLI-000750,15248.0,4648.77,103,50,0,0,11,10.9,0,0,0
CLI-001573,4132.0,119.98,10,9,0,0,4,27.5,1,1,0
CLI-004648,151559.0,7393.14,169,125,0,0,14,7.5,0,0,0
CLI-001744,8872.0,772.86,18,9,0,0,5,7.5,0,0,1
CLI-004216,40011.0,554.48,21,9,0,0,5,10.5,0,0,1
CLI-001506,94038.0,5734.01,106,83,0,0,9,3.3,0,0,0
CLI-004576,267191.0,4863.32,101,15,0,0,3,5.5,0,0,0
CLI-002659,1632.0,132.69,10,5,0,0,2,17.4,1,1,0
CLI-003742,41727.0,3870.0,86,31,0,0,10,11.1,0,0,0
CLI-002747,3381.0,206.15,7,6,0,0,7,16.5,1,0,0
CLI-001134,2292.0,155.28,6,3,0,0,7,7.4,1,0,0
CLI-001201,2035.0,57.72,5,4,0,0,4,15.2,1,1,0
CLI-001366,300.0,10.96,1,1,0,0,4,11.8,1,1,0
CLI-000005,301.0,19.31,1,1,0,0,4,10.9,1,0,0
CLI-003854,6328.0,67.1,5,2,0,0,3,10.4,1,1,0
CLI-000105,34453.0,5252.03,88,76,0,1,35,2.2,0,0,0
CLI-002474,826675.0,30549.69,814,0,1,0,0,1.5,0,0,0
CLI-000492,1216.0,32.95,3,2,0,0,6,20.0,1,1,0
CLI-001260,4368.0,57.9,2,2,0,0,9,17.4,1,0,0
CLI-002022,8062.0,446.9,17,7,0,0,3,15.4,0,0,1
CLI-001969,16420.0,1053.9,41,23,0,0,7,10.5,0,0,1
CLI-001643,4799.0,278.71,6,5,0,0,13,0.5,0,0,1
CLI-001571,6275.0,695.68,30,22,0,0,6,8.9,0,0,1
CLI-000255,155688.0,3218.02,63,0,0,0,0,6.4,0,0,0
CLI-003075,52040.0,3966.47,104,51,0,0,8,4.8,0,0,0
CLI-002670,1258.0,51.13,4,2,0,0,1,28.9,1,1,0
CLI-004675,13969.0,532.36,39,20,0,0,2,21.0,0,1,1
CLI-002757,6967.0,249.9,9,5,0,0,10,6.4,1,0,0
CLI-000150,56935.0,6312.13,168,79,0,0,5,11.1,0,0,0
CLI-004290,1767.0,55.24,4,1,0,0,2,15.9,1,1,0
CLI-004008,300.0,12.45,1,1,0,0,1,15.8,1,1,0
CLI-001388,67553.0,1872.3,44,36,0,0,11,0.5,0,0,1
CLI-000903,300.0,11.67,1,1,0,0,4,10.5,1,1,0
CLI-000250,90543.0,11041.86,145,54,0,1,18,6.1,0,0,0
CLI-003671,7102.0,393.68,32,14,0,0,3,20.4,0,1,1
CLI-004093,7188.0,796.94,18,9,0,0,6,9.2,0,0,1
CLI-003599,300.0,29.93,3,1,0,0,0,19.2,1,1,0
CLI-001396,56716.0,3458.3,128,67,0,0,9,12.6,0,0,0
CLI-000994,300.0,71.43,7,2,0,0,1,38.2,1,1,0
CLI-002946,4439.0,98.43,9,7,0,0,1,32.0,1,1,0
CLI-002878,359630.0,5221.11,53,32,0,1,16,10.5,0,0,1
CLI-002306,4385.0,254.64,23,15,0,0,3,18.5,0,1,1
CLI-003601,1565.0,106.03,8,4,0,0,3,13.2,1,1,0
CLI-002368,4706.0,124.77,5,3,0,0,5,7.9,1,0,0
CLI-004091,73497.0,2716.08,195,142,0,0,3,19.0,0,1,0
CLI-000506,10277.0,404.28,34,10,0,0,2,11.5,0,1,1
CLI-003388,5376.0,177.18,7,3,0,0,6,15.8,1,0,0
CLI-002200,204564.0,16631.2,242,51,1,1,17,6.5,0,0,0
CLI-000208,3421.0,260.72,10,3,0,0,4,10.2,1,0,0
CLI-001441,3993.0,347.8,8,4,0,0,17,0.6,1,0,0
CLI-000625,11500.0,1001.74,38,16,0,0,8,13.9,0,0,1
CLI-003514,43999.0,1166.46,27,14,0,0,8,6.2,0,0,1
CLI-002958,152851.0,9320.18,205,25,0,0,6,5.8,0,0,0
CLI-002688,12908.0,1431.05,35,26,0,0,12,1.8,0,0,1
CLI-002379,10903.0,699.79,28,24,0,0,9,9.4,0,0,1
CLI-004042,16418.0,426.01,8,2,0,0,8,4.1,1,0,0
CLI-003627,19044.0,893.26,31,24,0,0,10,10.4,0,0,1
CLI-000480,7914.0,357.44,16,8,0,0,2,20.9,0,0,1
CLI-001493,3403.0,133.89,11,3,0,0,2,16.4,1,1,0
CLI-002115,1423.0,108.43,8,5,0,0,3,23.2,0,1,1
CLI-000234,3011.0,41.26,1,1,0,0,14,10.5,1,0,0
CLI-001870,682.0,118.85,11,6,0,0,3,37.4,1,1,0
CLI-000697,2656.0,462.65,10,6,0,0,14,10.1,0,0,1
CLI-000575,1195.0,132.43,6,3,0,0,5,11.4,1,0,0
CLI-000798,4170.0,726.45,35,17,0,0,5,10.5,0,0,1
CLI-003585,1342.0,409.12,23,8,0,0,1,16.4,0,0,1
CLI-002625,685.0,83.56,10,4,0,0,2,18.4,0,1,1
CLI-003966,2873.0,175.0,7,0,0,0,0,22.1,0,0,1
CLI-002316,8308.0,1266.42,53,13,0,0,8,16.2,0,0,1
CLI-002367,1751.0,125.64,5,4,0,0,8,16.5,1,0,0
CLI-004401,12981.0,465.59,18,13,0,0,6,5.4,0,0,1
CLI-000296,6100.0,130.51,11,3,0,0,1,18.9,1,1,0
CLI-003265,164305.0,5565.88,200,119,0,0,7,1.8,0,0,0
CLI-001304,3248.0,79.23,7,4,0,0,4,19.3,1,1,0
CLI-004665,22237.0,2465.35,29,9,0,1,11,4.0,0,0,1
CLI-004824,32615.0,710.25,50,19,0,0,2,34.6,0,1,1
CLI-001872,124360.0,12638.26,386,165,1,0,9,6.6,0,0,0
CLI-002895,1477756.0,54610.36,806,413,1,1,1,5.5,0,0,0
CLI-001049,16880.0,298.33,7,4,0,0,11,7.8,1,0,0
CLI-004271,32377.0,1361.52,29,8,0,0,8,2.2,0,0,1
CLI-001604,100016.0,1434.95,56,30,0,0,8,12.7,0,0,1
CLI-000213,3623.0,276.13,6,4,0,0,11,12.6,0,0,1
CLI-001287,2104.0,171.03,6,4,0,0,7,14.8,1,0,0
CLI-002152,109139.0,6337.93,142,44,0,0,9,5.4,0,0,0
CLI-000754,8986.0,421.49,29,18,0,0,3,18.6,0,1,1
CLI-002126,1870.0,78.64,3,1,0,0,0,10.7,1,0,0
CLI-002329,309033.0,31405.82,412,259,1,1,21,3.8,0,0,0
CLI-000013,11350.0,1064.77,44,6,0,0,3,14.9,0,0,1
CLI-000032,31266.0,2242.92,102,14,0,0,2,8.8,0,0,0
CLI-001978,19828.0,1209.05,32,9,0,0,9,5.0,0,0,1
CLI-003967,3922.0,341.6,13,6,0,0,6,14.4,0,0,1
CLI-000444,1741.0,70.79,7,3,0,0,3,30.2,1,1,0
CLI-000665,67782.0,3757.29,89,0,0,0,0,4.1,0,0,0
CLI-004587,3166.0,200.0,8,5,0,0,4,10.1,1,0,0
CLI-004496,34735.0,1114.72,26,23,0,0,16,1.9,0,0,1
CLI-000079,476670.0,32400.0,405,325,1,1,8,5.9,0,0,0
CLI-002509,8898.0,638.3,22,0,0,0,0,8.3,0,0,1
CLI-001925,7503.0,571.87,26,10,0,0,5,14.5,0,0,1
CLI-001545,310.0,34.41,4,2,0,0,4,20.5,1,1,0
CLI-002060,6942.0,338.62,26,13,0,0,3,23.2,0,1,1
CLI-002364,22440.0,977.34,37,29,0,0,8,10.5,0,0,1
CLI-001328,52781.0,2383.95,48,37,0,0,8,4.8,0,0,1
CLI-003956,264084.0,10388.83,214,0,0,0,0,6.6,0,0,0
CLI-002392,10274.0,447.49,41,27,0,0,3,22.0,0,1,1
CLI-000386,478798.0,29194.97,468,128,1,1,1,4.9,0,0,0
CLI-000295,4221.0,233.96,9,5,0,0,6,15.2,1,0,0
CLI-003707,51200.0,1007.09,32,17,0,0,6,18.1,0,0,1
CLI-003271,21472.0,623.47,50,40,0,0,6,32.7,0,1,1
CLI-000179,1126653.0,54958.69,671,211,1,1,7,10.5,0,0,0
CLI-002560,5000.0,254.06,10,6,0,0,5,10.5,1,0,0
CLI-003281,231570.0,12836.49,174,24,0,1,6,4.4,0,0,0
CLI-002088,197453.0,5016.59,167,126,0,0,9,11.1,0,0,0
CLI-003830,283751.0,6529.01,66,0,0,1,0,3.3,0,0,0
CLI-004398,761.0,66.27,7,5,0,0,2,20.0,1,1,0
CLI-003722,549.0,167.53,8,6,0,0,6,14.5,0,0,1
CLI-002357,14743.0,749.12,9,4,0,1,13,4.3,0,0,1
CLI-003616,62810.0,1367.82,58,12,0,0,3,7.3,0,0,1
CLI-003752,2619.0,399.21,20,4,0,0,4,15.1,0,0,1
CLI-000760,436.0,106.41,3,1,0,0,4,3.5,1,0,0
CLI-000920,1759.0,178.75,7,2,0,0,3,15.1,1,0,0
CLI-004116,18346.0,1177.51,46,29,0,0,3,10.5,0,0,1
CLI-004822,57327.0,1456.49,33,14,0,0,9,9.1,0,0,0
CLI-001918,300.0,10.15,1,1,0,0,5,28.0,1,1,0
CLI-002344,5392.0,187.89,7,1,0,0,2,11.8,1,0,0
CLI-001279,1066.0,37.16,3,1,0,0,1,32.4,1,1,0
CLI-004251,870277.0,16583.03,183,34,0,1,8,2.6,0,0,0
CLI-002118,160932.0,14018.45,164,57,0,1,12,5.6,0,0,0
CLI-001860,651351.0,38960.0,487,155,1,1,8,2.0,0,0,0
CLI-000867,1452.0,221.33,10,9,0,0,13,19.2,1,0,0
CLI-002272,16165.0,1971.33,51,32,0,0,6,2.0,0,0,1
CLI-000663,57596.0,5402.99,206,73,0,0,4,7.7,0,0,0
CLI-000591,60965.0,2009.38,38,14,0,0,4,8.9,0,0,1
CLI-000554,25826.0,984.22,43,27,0,0,7,8.1,0,0,1
CLI-004309,2291.0,116.43,11,6,0,0,3,11.6,1,1,0
CLI-000275,661.0,57.54,4,2,0,0,2,32.9,1,1,0
CLI-000991,34790.0,1697.06,59,35,0,0,7,10.8,0,0,1
CLI-000770,16263.0,2479.04,96,9,0,0,0,10.5,0,0,0
CLI-003911,20364.0,1241.69,48,16,0,0,2,15.2,0,0,0
CLI-003067,32264.0,4371.79,43,13,0,1,25,1.4,0,0,0
CLI-003550,15936.0,883.39,35,18,0,0,5,10.5,0,0,0
CLI-000240,65366.0,2657.17,57,25,0,0,8,8.0,0,0,1
CLI-003362,31926.0,1145.11,50,16,0,0,6,14.8,0,0,1
CLI-002005,10869.0,473.38,37,9,0,0,1,7.5,0,1,1
CLI-003494,3905.0,132.28,6,2,0,0,3,14.6,1,0,0
CLI-004224,489.0,74.47,2,1,0,0,5,8.3,1,0,0
CLI-000055,2510.0,235.49,6,3,0,0,4,9.8,1,0,0
CLI-000210,15223.0,687.56,12,6,0,0,6,5.2,0,0,1
CLI-000767,75177.0,1328.68,31,14,0,0,6,7.4,0,0,1
CLI-004070,4259.0,115.41,8,7,0,0,3,26.1,1,1,0
CLI-004560,399.0,54.05,4,3,0,0,4,13.6,1,1,0
CLI-003735,1467.0,54.23,5,1,0,0,1,24.0,1,1,0
CLI-004535,42317.0,1121.86,45,22,0,0,6,11.2,0,0,1
CLI-002533,60250.0,5248.28,125,27,1,0,2,5.1,0,0,0
CLI-003677,163373.0,9056.13,120,75,0,1,24,2.6,0,0,0
CLI-000797,20844.0,770.29,36,16,0,0,7,1.9,0,0,1
CLI-002161,14528.0,334.29,27,13,0,0,3,10.5,0,1,1
CLI-000021,17297.0,727.37,18,11,0,0,11,7.7,0,0,1
CLI-002774,300.0,11.59,1,1,0,0,4,15.0,1,1,0
CLI-004255,39049.0,3663.17,152,72,0,0,3,10.5,0,0,0
CLI-000536,237591.0,2414.54,41,34,0,0,10,3.3,0,0,1
CLI-004431,2438.0,228.73,9,7,0,0,5,18.0,0,0,1
CLI-004520,10436.0,171.98,4,3,0,0,16,6.4,1,0,0
CLI-003928,748497.0,7606.68,180,91,0,0,11,1.2,0,0,0
CLI-004025,81100.0,2104.31,72,66,0,0,8,11.5,0,0,0
CLI-004702,8793.0,233.12,9,1,0,0,1,0.7,1,0,0
CLI-004625,924.0,41.73,4,0,0,0,0,25.5,1,1,0
CLI-000711,889.0,180.66,15,5,0,0,2,32.7,0,1,1
CLI-002887,8015.0,574.95,25,14,0,0,7,0.6,0,0,1
CLI-004003,406.0,38.09,1,0,0,0,0,2.2,1,0,0
CLI-002328,665.0,90.15,4,2,0,0,5,8.1,1,0,0
CLI-001310,480.0,97.62,8,0,0,0,0,40.3,1,1,0
CLI-003839,1873.0,126.92,11,8,0,0,2,18.8,1,1,0
CLI-004058,24300.0,1481.69,18,6,0,1,3,0.5,0,0,1
CLI-000548,24608.0,2728.11,110,60,0,0,7,10.5,0,0,0
CLI-002663,17477.0,926.69,39,29,0,0,8,2.4,0,0,1
CLI-000549,18261.0,927.91,11,3,0,1,6,2.6,1,0,0
CLI-004765,5458.0,605.07,53,22,0,0,4,29.6,0,1,0
CLI-004517,399.0,60.78,6,2,0,0,2,23.8,1,1,0
CLI-002226,60641.0,1120.5,39,12,0,0,2,13.8,0,0,1
CLI-002582,357.0,12.82,1,1,0,0,2,28.6,1,1,0
CLI-002172,1003961.0,23100.8,310,151,1,1,18,10.5,0,0,0
CLI-003032,4174.0,154.26,6,5,0,0,11,11.5,0,0,1
CLI-003675,48614.0,1602.32,57,39,0,0,7,18.8,0,0,1
CLI-001020,1029.0,25.09,2,1,0,0,5,25.4,1,1,0
CLI-001981,27650.0,717.44,26,7,0,0,7,10.5,0,0,1
CLI-001729,8290.0,722.12,34,0,0,0,0,18.9,0,0,1
CLI-004490,15642.0,1734.17,21,17,0,1,21,4.9,0,0,1
CLI-001565,4496.0,609.26,47,11,0,0,0,20.1,0,1,1
CLI-004493,13091.0,514.98,17,13,0,0,7,15.7,0,0,1
CLI-004700,1186.0,206.57,9,0,0,0,0,11.1,1,0,0
CLI-000470,52533.0,6406.48,143,32,0,0,5,5.4,0,0,0
CLI-003641,300.0,11.53,1,1,0,0,4,12.6,1,1,0
CLI-001998,13609.0,319.17,8,1,0,0,3,10.5,1,0,0
CLI-002312,714.0,26.38,2,1,0,0,2,27.5,1,1,0
CLI-000322,2846.0,105.18,3,1,0,0,7,10.5,1,0,0
CLI-003487,4598.0,700.93,32,8,0,0,3,12.8,0,0,0
