client_id,churn,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-004510,0,18,502,137,27.3,5,2.3,9,2,12,6,9.0,3,0,22300.21,0.02,0,0.35,1,0,0,0,0,0,1
CLI-004984,0,11,14,7,50.0,19,5.0,6,1,0,0,4.0,4,0,772.16,0.0,0,0.23,0,0,0,1,0,1,0
CLI-001168,1,2,4,2,50.0,27,7.7,6,0,0,8,19.8,1,5,84.45,0.0,0,0.38,1,0,0,0,1,0,0
CLI-002074,0,12,101,29,28.7,9,0.5,12,1,17,2,0.5,4,0,4848.23,0.05,0,0.46,0,0,0,1,0,1,0
CLI-003719,0,19,172,123,71.5,68,36.3,10,5,4,3,12.2,4,1,4308.32,0.01,0,0.62,0,0,0,1,0,0,1
CLI-003462,0,12,86,24,50.0,1,0.2,4,2,6,5,5.9,2,0,3603.94,0.02,0,0.15,1,0,0,0,0,1,0
CLI-001955,0,18,137,80,58.4,27,22.2,7,2,1,5,14.8,4,0,2887.72,0.0,0,0.44,0,0,0,1,0,0,1
CLI-000507,0,9,32,26,81.2,28,8.1,3,4,1,3,31.7,3,1,397.42,0.0,0,0.38,0,1,0,0,0,1,0
CLI-001617,0,26,7,4,57.1,19,6.6,2,6,1,5,20.7,3,0,84.0,0.0,0,0.25,0,0,0,1,0,0,1
CLI-002669,0,11,8,7,87.5,68,61.3,17,0,1,0,3.7,4,1,542.87,0.0,0,0.42,0,0,0,1,0,1,0
CLI-003536,0,9,32,5,15.6,4,1.1,3,3,7,0,27.2,3,0,296.92,0.03,0,0.38,1,0,0,0,0,1,0
CLI-003003,0,25,301,103,34.2,7,0.9,11,2,7,0,1.7,4,0,15164.38,0.01,0,0.42,0,1,0,0,0,0,1
CLI-001383,1,6,22,15,68.2,27,7.3,6,1,1,3,17.2,2,1,581.84,0.01,0,0.38,0,0,0,1,0,1,0
CLI-001502,1,15,51,17,33.3,1,5.65,3,2,21,6,24.5,2,0,623.05,0.05,0,0.38,1,0,0,0,0,0,1
CLI-000174,0,10,6,5,83.3,81,23.2,4,2,0,0,15.6,5,0,68.8,0.0,0,0.5,0,0,0,1,0,1,0
CLI-000730,0,17,34,30,88.2,66,5.65,4,3,1,4,33.7,3,0,460.14,0.0,0,0.5,0,1,0,0,0,0,1
CLI-001393,0,16,54,34,63.0,44,25.3,6,2,0,0,6.3,5,0,1222.13,0.0,0,0.38,0,0,0,1,0,0,1
CLI-003515,1,1,55,38,69.1,36,33.6,7,0,1,2,10.5,4,4,1608.28,0.03,0,0.44,0,0,0,1,1,0,0
CLI-004034,0,13,7,4,57.1,13,1.4,4,5,2,2,7.3,5,0,175.0,0.01,0,0.25,0,0,0,1,0,0,1
CLI-003894,0,10,12,10,83.3,55,32.2,12,3,1,4,8.4,2,0,620.02,0.0,0,0.46,0,0,0,1,0,1,0
CLI-004976,0,16,40,20,50.0,19,5.65,8,1,1,6,13.8,3,0,879.79,0.0,0,0.5,0,0,0,1,0,0,1
CLI-001085,1,3,117,13,11.1,1,0.4,5,1,8,3,10.5,3,2,2732.49,0.09,0,0.31,1,0,0,0,1,0,0
CLI-002670,1,17,4,2,50.0,17,5.1,1,1,2,1,28.9,3,0,51.13,0.0,0,0.12,0,0,0,1,0,0,1
CLI-001205,0,15,16,10,62.5,14,4.6,8,5,5,1,11.7,4,0,375.12,0.01,0,0.5,0,0,0,1,0,0,1
CLI-003413,1,14,104,0,0.0,0,0.0,0,0,61,2,4.5,4,0,5660.09,0.15,1,0.0,1,0,0,0,0,0,1
CLI-003490,0,11,9,3,33.3,12,3.6,8,3,4,0,6.3,5,1,223.16,0.01,0,0.5,0,0,1,0,0,1,0
CLI-002927,0,18,6,2,33.3,13,0.6,5,1,3,3,16.2,3,0,143.72,0.01,0,0.31,0,1,0,0,0,0,1
CLI-003233,0,7,55,42,76.4,49,31.4,6,3,0,0,11.2,3,0,1490.2,0.0,0,0.38,0,0,0,1,0,1,0
CLI-002256,0,17,10,8,80.0,56,5.65,4,4,0,1,18.3,3,0,128.13,0.0,0,0.5,0,0,0,1,0,0,1
CLI-000669,0,26,5,2,40.0,8,3.2,4,2,10,8,13.4,1,0,216.28,0.01,0,0.15,0,0,0,1,0,0,1
CLI-001314,0,8,534,267,50.0,6,0.7,6,2,1,4,7.1,4,0,26305.54,0.0,0,0.23,0,0,0,1,0,1,0
CLI-004734,0,1,169,39,23.1,1,0.4,6,1,30,0,15.9,4,2,3951.71,1.0,1,0.38,1,0,0,0,1,0,0
CLI-000941,0,9,172,148,86.0,97,63.2,19,3,1,0,3.2,4,0,8150.61,0.0,0,0.73,0,0,1,0,0,1,0
CLI-000234,0,7,1,1,100.0,53,37.4,14,1,2,1,10.5,4,0,41.26,0.01,0,0.54,0,0,0,1,0,1,0
CLI-004334,1,7,6,3,50.0,17,5.65,4,1,1,4,20.4,2,0,149.99,0.0,0,0.25,1,0,0,0,0,1,0
CLI-004395,0,9,144,105,72.9,35,21.3,10,1,1,1,1.8,4,0,6621.5,0.0,0,0.38,0,0,0,1,0,1,0
CLI-002145,1,14,13,9,69.2,41,17.6,6,6,0,5,10.5,4,0,515.11,0.0,0,0.23,0,0,0,1,0,0,1
CLI-001907,0,21,13,6,46.2,19,5.5,6,8,2,0,4.8,3,0,585.0,0.0,0,0.23,0,0,0,1,0,0,1
CLI-002077,0,6,7,4,57.1,10,6.4,7,4,4,2,14.2,3,2,169.59,0.02,0,0.44,1,0,0,0,0,1,0
CLI-000882,0,2,57,33,57.9,39,5.65,0,0,1,3,20.8,3,2,475.17,0.02,0,0.0,0,1,0,0,1,0,0
CLI-002003,0,13,29,13,50.0,9,5.65,6,1,9,2,14.4,2,0,702.66,0.02,0,0.38,0,0,0,1,0,0,1
CLI-001010,0,16,106,62,58.5,23,5.65,5,3,1,0,4.2,5,0,2800.7,0.0,0,0.31,0,0,1,0,0,0,1
CLI-000531,0,19,5,1,20.0,3,1.7,4,4,6,2,7.7,4,0,101.79,0.01,0,0.25,1,0,0,0,0,0,1
CLI-001453,0,30,197,137,69.5,32,4.4,13,0,0,0,2.4,5,0,9261.99,0.0,0,0.5,0,0,0,1,0,0,1
CLI-002420,0,22,13,4,30.8,3,1.1,2,4,1,3,13.9,4,0,299.59,0.0,0,0.12,0,0,0,1,0,0,1
CLI-003563,0,14,10,5,50.0,17,12.0,4,5,3,0,8.0,3,1,248.47,0.01,0,0.25,0,0,1,0,0,0,1
CLI-004410,1,1,53,41,77.4,56,28.7,3,0,1,2,3.2,3,1,2618.87,0.03,0,0.12,0,0,0,1,1,0,0
CLI-001174,0,6,44,34,77.3,89,72.2,11,1,0,0,13.9,3,0,1222.86,0.0,0,0.69,0,0,0,1,0,1,0
CLI-004713,0,18,6,2,33.3,1,0.3,2,2,10,8,31.7,2,0,74.87,0.02,0,0.25,1,0,0,0,0,0,1
CLI-000580,0,16,74,14,18.9,2,0.7,5,2,0,0,10.5,5,0,2955.76,0.0,0,0.19,0,0,0,1,0,0,1
CLI-004915,0,18,32,16,50.0,9,2.0,12,4,2,0,0.5,4,0,2229.54,0.0,0,0.3,0,0,0,1,0,0,1
CLI-004201,1,3,42,12,28.6,1,5.65,4,1,30,6,10.5,4,3,983.02,0.33,1,0.25,0,0,0,1,1,0,0
CLI-003639,0,21,51,24,47.1,26,15.6,2,2,2,0,11.3,4,0,1352.72,0.0,0,0.12,0,0,0,1,0,0,1
CLI-002007,1,17,468,50,50.0,1,0.3,2,3,20,8,7.9,2,0,19042.01,0.04,0,0.08,1,0,0,0,0,0,1
CLI-001091,0,18,1,1,100.0,28,5.65,0,7,1,4,10.5,3,0,24.36,0.0,0,0.0,0,0,0,1,0,0,1
CLI-003097,0,32,10,1,10.0,1,0.4,7,11,7,4,12.3,4,0,293.92,0.01,0,0.44,1,0,0,0,0,0,1
CLI-001737,0,18,7,5,71.4,72,43.7,10,4,0,3,11.7,4,0,210.33,0.0,0,0.62,0,0,1,0,0,0,1
CLI-002613,0,8,9,8,88.9,76,51.9,9,2,1,6,14.9,5,0,272.46,0.0,0,0.56,0,0,0,1,0,1,0
CLI-001726,0,14,8,2,25.0,1,0.1,2,1,11,0,11.8,4,0,100.9,0.03,0,0.25,0,0,0,1,0,0,1
CLI-003331,1,9,11,4,36.4,2,0.6,1,2,16,6,31.1,2,1,141.95,0.06,0,0.12,1,0,0,0,0,1,0
CLI-003796,0,17,4,1,25.0,2,5.65,2,3,6,1,8.1,3,0,84.35,0.01,0,0.12,0,0,0,1,0,0,1
CLI-003589,0,14,85,63,74.1,49,16.4,7,1,0,2,12.0,3,0,2082.7,0.0,0,0.44,0,0,0,1,0,0,1
CLI-002395,1,23,3,0,0.0,0,0.0,0,0,58,3,25.4,4,0,39.62,0.08,1,0.0,0,0,0,1,0,0,1
CLI-002551,0,11,32,14,43.8,1,0.3,7,2,8,3,13.6,4,0,781.7,0.02,0,0.44,0,0,0,1,0,1,0
CLI-004647,1,16,5,2,40.0,11,4.7,4,2,6,3,29.2,4,0,48.4,0.01,0,0.5,0,1,0,0,0,0,1
CLI-001547,0,25,4,2,50.0,19,10.4,8,7,2,0,6.8,5,0,180.29,0.0,0,0.31,0,0,1,0,0,0,1
CLI-002894,0,13,42,14,33.3,9,4.9,3,2,3,4,15.3,3,1,1028.69,0.01,0,0.19,0,1,0,0,0,0,1
CLI-001115,0,7,18,5,27.8,13,3.5,7,2,3,2,5.2,4,0,666.24,0.01,0,0.27,0,0,0,1,0,1,0
CLI-000336,1,1,35,15,42.9,20,9.1,23,0,0,5,2.6,3,2,2680.07,0.0,0,0.57,0,1,0,0,1,0,0
CLI-000771,0,1,112,83,74.1,33,18.8,11,0,1,1,10.5,3,3,4011.37,0.03,0,0.42,0,0,0,1,1,0,0
CLI-000184,0,5,46,35,76.1,78,51.6,9,2,3,5,11.5,4,0,1238.96,0.02,0,0.56,0,1,0,0,0,1,0
CLI-003997,0,20,56,32,57.1,21,13.1,7,4,5,4,11.5,4,0,1510.03,0.01,0,0.44,0,0,1,0,0,0,1
CLI-002403,0,15,42,9,21.4,1,0.2,0,2,10,3,14.0,4,0,988.96,0.02,0,0.0,0,0,0,1,0,0,1
CLI-001446,1,8,881,326,37.0,6,3.1,5,1,15,1,7.9,4,0,37238.0,0.06,0,0.19,0,0,0,1,0,1,0
CLI-002106,0,24,30,19,63.3,49,39.1,7,5,0,0,10.9,4,0,852.73,0.0,0,0.44,0,0,1,0,0,0,1
CLI-000215,0,16,25,14,56.0,45,31.2,12,3,0,2,7.3,4,1,1202.73,0.0,0,0.46,0,0,0,1,0,0,1
CLI-001665,0,2,1,1,100.0,21,5.9,2,0,0,0,16.2,5,1,11.46,0.0,0,0.25,0,0,0,1,1,0,0
CLI-004562,0,15,10,4,40.0,6,1.0,6,2,8,4,10.5,3,0,285.43,0.02,0,0.38,0,1,0,0,0,0,1
CLI-000702,0,13,120,47,39.2,7,0.4,5,2,2,1,6.7,4,0,3262.24,0.01,0,0.31,0,0,0,1,0,0,1
CLI-004332,0,3,48,24,50.0,23,8.9,2,2,1,5,3.0,2,0,2253.36,0.01,0,0.08,1,0,0,0,1,0,0
CLI-004864,0,27,54,29,53.7,21,18.3,6,16,0,2,10.5,2,0,2949.51,0.0,0,0.23,0,0,0,1,0,0,1
CLI-000832,0,16,174,68,39.1,15,7.8,10,3,1,0,0.5,5,0,14130.73,0.0,0,0.25,0,0,1,0,0,0,1
CLI-000156,1,10,172,14,8.1,1,0.1,3,2,18,5,10.5,1,1,6012.79,0.06,0,0.12,1,0,0,0,0,1,0
CLI-003272,0,17,58,35,60.3,1,0.3,8,3,2,1,8.0,4,0,1522.38,0.0,0,0.5,0,0,1,0,0,0,1
CLI-000603,0,8,67,43,64.2,27,9.4,19,2,1,0,2.5,5,0,4872.48,0.0,0,0.48,0,0,0,1,0,1,0
CLI-003890,1,15,8,3,37.5,17,8.0,2,5,1,4,32.1,3,0,72.56,0.0,0,0.25,0,0,0,1,0,0,1
CLI-001932,0,6,796,694,87.2,80,74.8,16,1,2,0,0.5,3,0,61412.53,0.01,0,0.4,0,0,0,1,0,1,0
CLI-003183,1,1,8,4,50.0,7,5.65,4,0,16,5,33.6,2,4,86.09,0.53,0,0.5,0,0,0,1,1,0,0
CLI-001192,0,12,12,8,66.7,40,30.5,11,1,1,3,15.7,3,0,300.0,0.0,0,0.69,0,0,0,1,0,1,0
CLI-000701,0,1,6,3,50.0,20,7.9,6,0,0,0,13.1,5,3,151.22,0.0,0,0.38,0,1,0,0,1,0,0
CLI-003709,0,10,12,10,83.3,63,26.4,11,1,0,0,2.3,5,0,336.22,0.0,0,0.69,0,0,0,1,0,1,0
CLI-002785,0,25,6,5,83.3,49,40.5,3,6,0,7,34.0,2,0,100.38,0.0,0,0.38,1,0,0,0,0,0,1
CLI-001702,1,9,319,110,34.5,11,3.8,13,1,1,10,4.7,1,0,26483.33,0.0,0,0.32,0,0,0,1,0,1,0
CLI-004453,0,14,130,91,70.0,42,32.8,7,1,1,0,11.3,5,1,3351.88,0.0,0,0.44,0,0,0,1,0,0,1
CLI-003090,0,3,49,22,44.9,20,7.6,7,1,2,2,10.5,3,1,2041.56,0.02,0,0.27,0,0,0,1,1,0,0
CLI-000495,0,1,6,3,50.0,30,8.2,2,0,1,2,19.3,3,1,79.05,0.03,0,0.25,0,0,0,1,1,0,0
CLI-000264,0,21,115,78,67.8,39,16.7,23,6,0,0,1.3,3,0,8651.89,0.0,0,0.57,0,0,0,1,0,0,1
CLI-002549,0,1,10,5,50.0,6,5.65,4,0,1,2,5.3,4,0,519.58,0.03,0,0.15,0,0,0,1,1,0,0
CLI-002666,0,20,189,122,64.6,29,9.7,3,2,6,0,11.3,5,0,2293.57,0.01,0,0.38,0,1,0,0,0,0,1
CLI-001033,0,17,38,16,42.1,1,0.2,4,6,30,1,10.8,2,0,1063.63,0.06,1,0.25,0,0,0,1,0,0,1
CLI-002689,0,18,47,31,66.0,38,12.3,8,4,0,4,9.0,5,0,1407.69,0.0,0,0.5,0,0,1,0,0,0,1
CLI-003967,1,4,13,6,46.2,23,7.5,6,1,1,3,14.4,5,4,341.6,0.01,0,0.38,0,1,0,0,0,1,0
CLI-000643,0,12,22,12,54.5,24,5.65,11,3,1,4,10.6,3,0,891.5,0.0,0,0.42,0,1,0,0,0,1,0
CLI-002574,1,15,48,11,22.9,1,0.4,5,2,21,6,17.3,3,0,1176.23,0.05,0,0.31,0,0,0,1,0,0,1
CLI-001871,0,6,42,22,52.4,20,9.8,2,3,0,2,28.4,3,1,516.96,0.0,0,0.25,0,0,0,1,0,1,0
CLI-004101,0,6,20,13,65.0,20,6.7,5,2,1,4,12.8,4,0,555.15,0.01,0,0.31,0,1,0,0,0,1,0
CLI-001816,0,11,29,25,86.2,55,5.65,13,2,1,2,10.5,5,0,1605.58,0.0,0,0.5,0,0,0,1,0,1,0
CLI-004547,0,23,2,1,50.0,10,3.3,1,3,3,1,14.7,3,0,29.31,0.0,0,0.12,0,0,0,1,0,0,1
CLI-003520,0,5,37,21,56.8,18,8.8,7,2,1,0,11.3,4,0,827.0,0.01,0,0.44,0,0,0,1,0,1,0
CLI-003207,0,9,15,14,50.0,50,40.9,10,0,1,2,18.1,2,0,437.59,0.0,0,0.62,1,0,0,0,0,1,0
CLI-004443,1,11,30,6,20.0,5,0.2,8,4,3,5,12.2,3,1,521.24,0.01,0,0.5,0,0,0,1,0,1,0
CLI-004885,1,4,91,40,44.0,18,5.6,3,0,0,8,40.3,1,0,1041.82,0.0,0,0.38,1,0,0,0,0,1,0
CLI-004495,0,11,7,3,42.9,10,8.1,3,6,6,0,12.3,5,0,75.54,0.02,0,0.38,0,0,0,1,0,1,0
CLI-001510,0,16,44,15,34.1,7,2.9,16,3,11,0,6.4,3,0,1801.75,0.02,0,0.62,0,1,0,0,0,0,1
CLI-002657,0,7,3,1,33.3,1,0.6,6,1,4,4,15.2,3,1,86.2,0.02,0,0.38,0,0,0,1,0,1,0
CLI-001850,0,20,33,17,51.5,32,21.8,3,5,0,3,10.5,4,0,389.33,0.0,0,0.38,0,0,1,0,0,0,1
CLI-000677,0,1,45,20,44.4,9,3.5,10,0,4,4,8.8,2,0,1884.08,0.13,0,0.38,0,0,0,1,1,0,0
CLI-003084,0,14,10,6,60.0,13,5.2,4,3,4,3,12.5,3,0,198.76,0.01,0,0.25,0,1,0,0,0,0,1
CLI-003433,1,15,4,1,25.0,1,0.1,3,1,3,3,18.2,3,0,46.05,0.01,0,0.38,0,0,0,1,0,0,1
CLI-001066,0,15,123,87,70.7,72,61.8,15,3,3,1,5.4,4,0,6109.65,0.01,0,0.58,0,0,0,1,0,0,1
CLI-002310,0,21,24,9,37.5,1,0.1,3,5,15,11,7.5,1,0,1730.32,0.02,0,0.08,0,0,0,1,0,0,1
CLI-004988,1,18,50,0,0.0,0,0.0,0,0,133,0,2.8,3,0,2045.75,0.25,1,0.0,1,0,0,0,0,0,1
CLI-001527,0,21,39,8,20.5,1,0.4,10,3,10,8,5.4,3,0,1562.17,0.02,0,0.38,1,0,0,0,0,0,1
CLI-004151,1,1,22,18,81.8,68,57.3,16,0,3,1,10.5,5,2,1120.68,0.1,0,0.62,0,1,0,0,1,0,0
CLI-000709,0,10,18,9,50.0,1,0.1,6,1,5,1,9.1,5,1,496.98,0.02,0,0.38,0,1,0,0,0,1,0
CLI-000324,0,9,8,3,37.5,24,10.3,4,3,1,3,11.4,4,0,193.0,0.0,0,0.25,0,0,1,0,0,1,0
CLI-001106,1,2,39,26,66.7,31,15.5,5,0,1,2,19.0,4,1,467.55,0.02,0,0.62,0,0,0,1,1,0,0
CLI-002824,0,5,10,8,80.0,81,32.3,9,1,2,0,14.4,4,2,258.99,0.01,0,0.56,0,1,0,0,0,1,0
CLI-003845,0,10,20,4,20.0,1,0.1,6,2,17,4,9.9,2,1,926.0,0.06,0,0.23,0,0,0,1,0,1,0
CLI-001220,1,11,116,25,21.6,1,0.4,8,1,5,0,2.9,3,2,5963.38,0.02,0,0.31,1,0,0,0,0,1,0
CLI-001939,1,1,19,3,15.8,1,0.3,0,0,26,7,17.7,2,2,422.81,0.87,0,0.0,0,0,0,1,1,0,0
CLI-003208,0,15,172,85,49.4,26,11.3,6,2,1,1,11.7,4,0,4458.51,0.0,0,0.38,0,0,1,0,0,0,1
CLI-004277,0,1,210,27,12.9,1,0.1,1,0,7,1,6.0,5,0,8377.86,0.23,0,0.04,1,0,0,0,1,0,0
CLI-001169,0,3,89,33,37.1,10,4.4,5,1,4,5,4.1,4,0,8262.26,0.04,0,0.12,0,0,0,1,1,0,0
CLI-000220,0,15,169,138,81.7,38,29.0,7,4,1,0,6.1,3,0,9036.52,0.0,0,0.27,0,0,0,1,0,0,1
CLI-004230,1,1,16,2,12.5,1,0.1,0,1,30,1,17.1,3,2,142.03,1.0,1,0.0,0,0,0,1,1,0,0
CLI-002319,0,9,6,3,50.0,9,3.1,6,3,6,5,12.2,3,3,144.83,0.02,0,0.38,0,1,0,0,0,1,0
CLI-001903,1,5,5,3,60.0,21,9.1,9,1,1,12,9.4,1,0,230.16,0.01,0,0.35,1,0,0,0,0,1,0
CLI-004569,0,9,193,153,79.3,61,46.2,14,1,1,0,6.9,5,1,16785.77,0.0,0,0.35,0,0,0,1,0,1,0
CLI-002710,0,12,26,6,23.1,1,0.1,4,2,6,2,4.3,4,1,1136.85,0.02,0,0.15,0,0,0,1,0,1,0
CLI-000226,1,8,173,0,0.0,0,0.0,0,0,56,0,4.1,4,3,7175.2,0.23,1,0.0,0,0,0,1,0,1,0
CLI-002909,0,7,636,186,29.2,3,0.8,5,0,29,0,4.6,3,2,42099.55,0.14,0,0.12,0,1,0,0,0,1,0
CLI-001801,0,4,4,2,50.0,21,8.9,1,2,1,2,17.8,3,0,56.66,0.01,0,0.12,0,0,0,1,0,1,0
CLI-004272,0,7,124,39,31.5,2,0.4,2,1,30,1,6.1,5,1,3403.91,0.14,1,0.12,0,0,0,1,0,1,0
CLI-003219,0,14,56,45,80.4,74,55.3,5,1,0,2,24.8,4,0,695.36,0.0,0,0.62,0,1,0,0,0,0,1
CLI-004917,0,13,182,62,34.1,13,5.9,2,1,1,0,5.9,5,0,8190.0,0.0,0,0.08,0,1,0,0,0,0,1
CLI-000287,1,10,74,24,32.4,6,0.3,10,2,1,6,10.3,3,3,3664.1,0.0,0,0.38,0,0,0,1,0,1,0
CLI-001236,0,6,42,19,45.2,24,9.9,7,2,1,1,9.6,3,1,1751.1,0.01,0,0.27,0,1,0,0,0,1,0
CLI-002041,0,11,15,4,26.7,7,1.5,11,5,19,0,2.7,4,0,1327.41,0.06,0,0.28,0,1,0,0,0,1,0
CLI-002270,1,6,8,5,62.5,14,11.1,4,0,0,4,28.5,3,0,95.65,0.0,0,0.5,0,0,0,1,0,1,0
CLI-001882,0,21,223,146,65.5,24,8.6,10,2,0,4,3.0,3,0,10389.34,0.0,0,0.38,0,0,0,1,0,0,1
CLI-001800,0,5,48,17,35.4,10,0.5,10,0,0,0,4.8,4,0,2005.6,0.0,0,0.38,0,0,0,1,0,1,0
CLI-003740,1,2,11,9,81.8,22,15.5,5,0,0,7,12.2,3,3,275.63,0.0,0,0.31,1,0,0,0,1,0,0
CLI-001954,0,12,43,33,76.7,56,35.3,7,2,0,0,8.9,4,3,944.29,0.0,0,0.44,0,0,0,1,0,1,0
CLI-004397,1,8,2,1,50.0,6,1.3,1,1,0,5,21.1,5,0,27.62,0.0,0,0.12,0,0,0,1,0,1,0
CLI-004832,1,13,6,0,0.0,0,0.0,0,0,85,5,18.5,2,0,131.88,0.22,1,0.0,0,0,0,1,0,0,1
CLI-003862,1,12,59,0,50.0,0,5.65,0,0,41,3,26.0,3,1,750.08,0.11,1,0.0,1,0,0,0,0,1,0
CLI-002334,0,24,3,2,66.7,10,4.2,7,6,1,2,12.1,4,0,87.93,0.0,0,0.44,0,0,1,0,0,0,1
CLI-000329,0,8,45,26,57.8,26,5.65,11,2,2,3,2.7,5,4,3936.2,0.01,0,0.28,0,0,0,1,0,1,0
CLI-000375,0,12,191,14,7.3,1,0.1,1,4,23,3,4.0,4,0,8358.03,0.06,0,0.04,1,0,0,0,0,1,0
CLI-004643,1,8,49,9,18.4,1,5.65,1,1,5,0,20.1,2,0,604.33,0.02,0,0.12,0,0,0,1,0,1,0
CLI-004866,0,11,42,20,47.6,14,2.4,5,5,3,0,10.5,3,0,997.26,0.01,0,0.31,0,0,0,1,0,1,0
CLI-004862,0,1,58,49,84.5,72,37.1,8,0,3,2,15.2,3,0,1393.78,0.1,0,0.5,0,1,0,0,1,0,0
CLI-004390,0,16,5,4,80.0,62,19.6,3,5,0,0,20.6,4,0,55.79,0.0,0,0.38,0,0,0,1,0,0,1
CLI-002607,1,5,25,13,52.0,23,5.65,3,0,1,6,35.6,3,4,318.77,0.01,0,0.38,0,0,0,1,0,1,0
CLI-002082,0,17,55,44,80.0,28,18.4,23,6,0,5,4.9,5,0,4707.33,0.0,0,0.57,0,0,1,0,0,0,1
CLI-004058,0,24,18,6,33.3,4,1.0,3,1,15,1,0.5,5,0,1481.69,0.02,0,0.08,0,1,0,0,0,0,1
CLI-001342,1,4,11,1,9.1,1,0.3,2,0,1,5,24.7,3,0,100.64,0.01,0,0.25,1,0,0,0,0,1,0
CLI-004924,0,5,46,39,84.8,34,5.65,22,0,1,1,4.4,4,1,4116.48,0.01,0,0.55,0,1,0,0,0,1,0
CLI-002332,0,10,7,1,14.3,1,0.2,2,5,4,2,20.4,3,0,80.37,0.01,0,0.25,1,0,0,0,0,1,0
CLI-003165,0,13,56,15,26.8,3,1.3,10,3,11,1,5.2,4,0,2319.03,0.03,0,0.38,0,1,0,0,0,0,1
CLI-004692,1,1,31,11,35.5,1,0.1,9,0,1,4,4.8,4,0,1395.0,0.03,0,0.35,0,0,0,1,1,0,0
CLI-004166,0,3,171,94,55.0,16,4.5,15,0,1,0,1.1,5,1,12455.44,0.01,0,0.38,0,1,0,0,1,0,0
CLI-003728,0,30,8,5,62.5,24,8.7,7,5,2,4,16.1,2,0,170.39,0.0,0,0.44,0,0,0,1,0,0,1
CLI-000369,0,16,58,30,51.7,26,14.8,6,3,1,5,9.3,3,0,2905.7,0.0,0,0.23,0,1,0,0,0,0,1
CLI-001304,1,16,7,4,57.1,33,19.3,4,3,2,2,19.3,5,0,79.23,0.0,0,0.5,0,0,1,0,0,0,1
CLI-003705,0,4,9,5,55.6,1,0.1,3,1,7,1,20.1,5,0,129.42,0.06,0,0.38,0,0,0,1,0,1,0
CLI-002373,0,13,30,14,46.7,17,11.1,3,2,5,1,17.2,4,1,419.16,0.01,0,0.38,0,0,0,1,0,0,1
CLI-002861,0,18,219,86,39.3,9,3.3,12,6,0,0,0.5,5,0,11563.04,0.0,0,0.46,0,0,0,1,0,0,1
CLI-002711,0,22,8,1,12.5,5,1.2,7,2,12,4,3.8,4,0,674.58,0.02,0,0.18,0,0,0,1,0,0,1
CLI-003464,0,8,10,7,70.0,18,4.2,7,2,3,3,11.0,4,0,311.14,0.01,0,0.44,0,1,0,0,0,1,0
CLI-004091,0,15,195,142,72.8,43,25.7,3,0,2,0,19.0,4,0,2716.08,0.0,0,0.38,0,1,0,0,0,0,1
CLI-004347,1,6,2,0,0.0,0,5.65,0,0,55,0,6.3,3,4,17.61,0.31,1,0.0,1,0,0,0,0,1,0
CLI-000325,0,3,44,21,50.0,13,2.6,12,0,6,0,0.5,5,1,1837.69,0.07,0,0.46,0,1,0,0,1,0,0
CLI-001900,0,1,1,1,100.0,1,0.4,5,2,7,0,13.7,4,3,19.81,0.23,0,0.31,0,0,0,1,1,0,0
CLI-002129,0,28,5,3,60.0,25,15.7,4,9,2,4,22.3,4,0,59.98,0.0,0,0.5,0,0,0,1,0,0,1
CLI-003954,0,1,15,6,40.0,16,6.3,6,0,0,0,10.5,3,3,362.39,0.0,0,0.38,0,0,0,1,1,0,0
CLI-002734,1,4,19,8,42.1,1,0.3,11,0,7,0,6.4,2,3,887.83,0.06,0,0.42,1,0,0,0,0,1,0
CLI-003496,0,9,4,2,50.0,17,5.65,2,0,2,0,19.5,3,0,45.07,0.01,0,0.25,0,0,0,1,0,1,0
CLI-000433,0,2,19,6,31.6,1,0.2,5,0,14,2,16.4,2,2,407.07,0.23,0,0.31,0,0,0,1,1,0,0
CLI-001180,0,8,57,23,50.0,3,1.0,1,2,20,1,7.5,4,2,2412.47,0.08,0,0.04,0,0,0,1,0,1,0
CLI-001593,0,16,173,29,16.8,1,0.1,14,5,26,4,7.8,3,0,8011.66,0.05,0,0.54,1,0,0,0,0,0,1
CLI-001438,0,18,106,61,57.5,28,13.9,7,1,1,4,7.1,4,0,5764.21,0.0,0,0.27,0,0,0,1,0,0,1
CLI-000683,0,12,209,44,21.1,1,0.1,1,1,12,4,6.1,3,0,9733.74,0.03,0,0.04,1,0,0,0,0,1,0
CLI-001157,0,11,62,28,45.2,5,1.2,6,1,6,0,5.1,5,0,1460.49,0.02,0,0.38,0,0,0,1,0,1,0
CLI-003846,0,14,59,35,59.3,21,8.9,7,6,0,5,9.5,3,0,3123.39,0.0,0,0.27,0,0,0,1,0,0,1
CLI-003790,0,15,199,144,72.4,36,14.8,8,6,0,0,5.7,3,0,10712.96,0.0,0,0.31,0,1,0,0,0,0,1
