client_id,valeur_vie_client_eur,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,jour_souscription_l,jour_souscription_m,jour_souscription_me,jour_souscription_j,jour_souscription_v,jour_souscription_s,jour_souscription_d,secteur_te,secteur_fi,secteur_co,secteur_sa,secteur_in,secteur_pb,secteur_en,pays_fr,pays_es,pays_ca,pays_de,pays_ch,pays_be,taille_entreprise_tpe,taille_entreprise_pme,taille_entreprise_eti,taille_entreprise_ge,plan_str,plan_pro,plan_bus,plan_ent,couleur_theme_interface_c,couleur_theme_interface_ve,couleur_theme_interface_b,couleur_theme_interface_v,couleur_theme_interface_s,code_datacenter_eu_w1,code_datacenter_eu_w3,code_datacenter_us_e1,code_datacenter_ap_s1,groupe_experimentation_a,groupe_experimentation_b,groupe_experimentation_c,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-004269,144916.0,1,193,127,65.8,25,12.1,17,0,0,4,2.8,4,2,12623.32,0.0,0,0.42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
CLI-004017,14425.0,16,7,1,14.3,1,0.2,5,2,22,5,15.6,3,0,199.9,0.05,0,0.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
CLI-003353,1204.0,1,8,5,62.5,17,11.2,4,2,0,0,13.0,5,1,81.54,0.0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
CLI-003047,14978.0,4,38,16,42.1,10,4.3,6,1,1,11,23.0,3,1,1014.74,0.01,0,0.38,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
CLI-000096,300.0,1,1,1,100.0,34,20.6,1,2,2,7,26.0,3,1,11.03,0.07,0,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
CLI-001700,137886.0,11,194,90,46.4,24,15.9,8,0,1,1,5.0,3,1,8850.22,0.0,0,0.31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
CLI-002623,44725.0,28,34,18,52.9,7,1.6,11,2,4,0,4.8,5,0,1947.95,0.0,0,0.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-000094,698.0,24,6,1,16.7,1,0.2,2,9,8,0,10.5,4,0,77.39,0.01,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-003157,179564.0,1,184,136,73.9,33,25.2,11,0,0,6,8.3,3,3,8422.32,0.0,0,0.42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
CLI-004744,300.0,13,1,1,100.0,1,0.1,1,1,30,0,10.7,5,0,10.72,0.08,1,0.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
CLI-003012,16212.0,15,56,19,33.9,7,1.8,3,4,1,0,4.9,3,0,1235.64,0.0,0,0.19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
CLI-000157,3164.0,13,8,5,62.5,38,31.1,3,1,1,3,25.8,4,0,107.18,0.0,0,0.38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-000361,282275.0,7,192,177,92.2,112,121.8,17,1,1,0,0.5,5,0,8826.61,0.0,0,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
CLI-004680,1134.0,14,6,2,33.3,8,5.1,4,2,3,4,20.4,5,0,69.14,0.01,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-000274,743.0,16,8,6,75.0,18,3.6,3,4,1,6,24.2,4,0,82.36,0.0,0,0.38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
CLI-000780,2478.0,15,9,6,66.7,35,16.5,3,3,1,1,17.2,5,0,111.91,0.0,0,0.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
CLI-004051,887.0,12,6,2,50.0,3,1.0,0,2,3,1,33.4,2,1,63.65,0.01,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
CLI-000868,381.0,1,5,1,20.0,1,0.1,0,0,3,11,28.3,3,3,42.19,0.1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
CLI-004856,448.0,1,3,2,66.7,35,5.2,4,0,1,2,8.4,5,1,60.65,0.03,0,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
CLI-004452,11601.0,1,16,11,68.8,45,38.4,6,0,0,0,13.0,5,3,392.98,0.0,0,0.38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
CLI-004113,8565.0,10,19,6,31.6,11,3.4,8,1,4,6,8.0,2,2,870.46,0.01,0,0.31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
CLI-000782,56788.0,6,135,24,17.8,3,1.5,12,1,8,5,5.3,3,1,8656.72,0.04,0,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
CLI-002467,92366.0,26,136,113,83.1,46,10.7,7,7,2,1,11.2,4,0,4171.89,0.0,0,0.44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
CLI-000921,48025.0,21,9,5,55.6,13,5.65,10,6,3,4,6.3,4,0,504.89,0.0,0,0.38,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CLI-004768,198676.0,1,738,313,42.4,19,2.3,15,0,0,1,2.6,5,0,26920.81,0.0,0,0.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
CLI-004054,1145.0,17,8,5,62.5,44,24.8,2,4,1,0,13.8,5,0,99.7,0.0,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
CLI-000216,6994.0,1,39,21,53.8,16,10.7,4,0,1,6,16.0,2,0,852.96,0.03,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
CLI-001903,2642.0,5,5,3,60.0,21,9.1,9,1,1,12,9.4,1,0,230.16,0.01,0,0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
CLI-001242,1602.0,24,3,1,33.3,6,2.2,2,3,5,2,24.3,3,0,36.0,0.01,0,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-002001,4737.0,2,52,28,53.8,27,12.8,7,1,1,6,17.2,3,3,1155.36,0.02,0,0.44,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
CLI-002765,1947.0,15,6,5,83.3,17,9.0,4,2,0,5,10.5,3,0,76.59,0.0,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
CLI-002592,1197.0,18,3,2,66.7,22,4.6,4,5,3,1,16.4,4,0,36.5,0.01,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
CLI-002802,78712.0,11,155,52,33.5,8,1.0,7,1,2,4,6.2,2,0,6856.45,0.01,0,0.27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
CLI-003006,61211.0,1,159,108,67.9,32,25.2,14,0,2,1,3.1,3,3,7464.79,0.07,0,0.54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
CLI-003781,1253.0,1,10,6,60.0,34,10.9,9,0,0,3,10.5,4,0,254.59,0.0,0,0.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CLI-003211,28660.0,1,95,60,63.2,22,16.2,9,0,0,4,10.5,3,2,3883.46,0.0,0,0.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
CLI-003810,35149.0,10,48,10,20.8,1,0.2,13,1,3,3,4.0,4,3,3572.09,0.01,0,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
CLI-000940,20376.0,21,35,10,28.6,1,0.4,3,5,15,5,14.1,3,0,955.72,0.02,0,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
CLI-004250,5221.0,9,11,2,18.2,2,1.2,5,2,2,0,10.4,3,0,289.44,0.01,0,0.31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-001805,23760.0,12,7,5,71.4,54,23.9,13,3,2,1,9.5,3,1,413.94,0.01,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
CLI-000109,43538.0,25,38,24,63.2,42,14.8,3,4,0,3,24.6,4,0,536.32,0.0,0,0.38,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
CLI-001416,4873.0,21,14,10,71.4,56,23.8,8,7,1,8,13.6,5,0,349.59,0.0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
CLI-004829,38803.0,17,138,0,0.0,0,0.0,0,0,85,5,3.9,4,0,5915.11,0.17,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
CLI-002785,3622.0,25,6,5,83.3,49,40.5,3,6,0,7,34.0,2,0,100.38,0.0,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
CLI-000875,3181.0,15,26,15,50.0,34,11.9,3,5,1,2,10.5,3,0,352.63,0.0,0,0.38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
CLI-000024,21712.0,15,130,94,72.3,32,23.4,4,5,1,2,14.0,4,0,2647.81,0.0,0,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI-001405,10405.0,11,18,9,50.0,30,15.0,2,0,1,2,24.3,3,0,264.35,0.0,0,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-002860,300.0,1,1,1,100.0,98,21.2,3,0,1,1,18.2,5,1,11.33,0.03,0,0.38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
CLI-001575,158761.0,1,110,52,47.3,20,4.3,15,0,1,2,6.8,3,0,8067.11,0.03,0,0.38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
CLI-002376,2259.0,19,6,3,50.0,14,7.1,2,3,7,0,15.0,4,0,70.63,0.01,0,0.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
CLI-003409,25449.0,4,79,10,12.7,1,5.65,1,1,30,3,9.4,4,3,3103.52,0.25,1,0.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
CLI-002897,613.0,13,11,3,27.3,3,0.2,3,2,6,8,25.9,3,0,93.37,0.02,0,0.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
CLI-000051,4786.0,4,27,23,50.0,61,29.3,11,0,1,1,10.9,3,1,583.65,0.01,0,0.69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
CLI-003819,7671.0,13,51,12,50.0,9,1.7,2,4,1,7,38.1,1,0,584.71,0.0,0,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
CLI-004987,24580.0,18,55,26,47.3,8,3.1,5,2,3,3,12.1,3,0,1577.67,0.01,0,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-004827,12522.0,4,31,29,93.5,70,59.6,11,0,1,3,15.5,4,0,803.71,0.01,0,0.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-003894,24404.0,10,12,10,83.3,55,32.2,12,3,1,4,8.4,2,0,620.02,0.0,0,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-001001,5472.0,1,42,22,52.4,32,16.7,10,0,0,1,10.5,4,5,1668.16,0.0,0,0.38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CLI-001457,5415.0,11,8,6,75.0,56,32.9,9,2,1,2,12.1,3,0,194.22,0.0,0,0.56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
CLI-000010,303.0,21,1,1,100.0,73,64.5,8,2,0,1,10.8,4,0,26.36,0.0,0,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
CLI-000306,7076.0,1,36,9,25.0,1,0.2,0,0,23,3,21.9,3,3,410.91,0.77,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
CLI-002315,51972.0,14,33,29,87.9,90,66.3,12,4,0,2,9.7,3,0,1195.86,0.0,0,0.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
CLI-003297,1008560.0,15,334,135,40.4,7,4.5,3,7,5,3,5.4,5,0,14301.76,0.01,0,0.12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CLI-001345,10496.0,5,40,11,27.5,1,0.1,3,3,23,0,7.3,4,1,752.92,0.15,0,0.19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CLI-000461,42071.0,2,16,14,87.5,57,5.65,15,0,1,2,7.8,3,1,765.76,0.02,0,0.58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
CLI-001897,381.0,10,10,3,30.0,9,4.0,2,1,3,9,50.6,2,1,92.85,0.01,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
CLI-001926,300.0,2,1,1,100.0,44,30.4,5,0,4,2,11.5,5,1,18.24,0.07,0,0.31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
CLI-000819,4176.0,13,5,3,60.0,30,32.0,3,3,0,0,20.7,5,0,72.76,0.0,0,0.38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CLI-002323,25505.0,14,41,0,0.0,0,0.0,0,0,37,0,14.4,4,0,1072.54,0.09,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-000799,300.0,16,4,3,50.0,31,19.5,1,2,0,0,10.5,4,0,38.08,0.0,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
CLI-002269,23820.0,19,35,19,54.3,30,5.0,7,7,1,2,11.2,5,0,937.06,0.0,0,0.44,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
CLI-000629,27697.0,12,124,85,68.5,35,15.5,3,2,1,2,13.5,5,1,2814.7,0.0,0,0.19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
CLI-002974,2768.0,12,8,5,62.5,39,20.0,5,5,0,0,27.0,4,0,99.28,0.0,0,0.62,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
CLI-002140,9164.0,13,58,20,34.5,9,3.4,5,3,6,13,50.0,1,2,745.06,0.02,0,0.62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
CLI-001615,60601.0,30,47,15,31.9,7,4.6,7,8,1,9,9.0,3,0,2173.63,0.0,0,0.27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI-001214,780084.0,9,800,111,13.9,1,0.3,4,0,12,1,4.0,5,2,39638.4,0.04,0,0.15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-000287,72109.0,10,74,24,32.4,6,0.3,10,2,1,6,10.3,3,3,3664.1,0.0,0,0.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
CLI-000539,23537.0,6,50,26,52.0,19,13.2,9,0,9,0,4.7,5,0,2392.01,0.05,0,0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
CLI-003059,1161.0,12,4,2,50.0,11,5.8,4,2,3,2,16.7,5,0,44.24,0.01,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
CLI-001484,15743.0,11,19,11,57.9,29,7.5,11,4,0,2,6.1,4,0,959.93,0.0,0,0.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
CLI-004671,895.0,10,1,1,100.0,48,11.5,9,2,2,1,11.6,4,0,26.61,0.01,0,0.56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
CLI-002577,15018.0,22,40,18,45.0,16,5.6,6,5,0,1,10.5,4,0,1144.63,0.0,0,0.38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
CLI-004248,131991.0,13,146,43,29.5,9,4.6,14,3,1,0,1.2,5,0,11497.46,0.0,0,0.35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
CLI-002207,2672.0,20,4,2,50.0,24,8.9,7,2,0,1,14.1,3,0,116.38,0.0,0,0.44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-003523,20383.0,6,40,25,62.5,31,1.6,12,1,1,5,5.6,3,1,1462.18,0.01,0,0.46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
CLI-001427,14868.0,14,26,11,42.3,1,0.4,2,2,24,1,18.2,5,0,329.66,0.06,0,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-000180,2225.0,13,7,1,50.0,5,1.7,2,3,2,9,50.5,1,0,87.53,0.01,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
